city_id,city_name,item_id,item_name,lowest_price,highest_price,average_price,currency,contributors,data_points,toEur
6348,"Basel, Switzerland",12,"Local Cheese (1kg), Markets",20.0,40.0,26.5,CHF,107,4,0.88
6348,"Basel, Switzerland",13,"Water (1.5 liter bottle), Markets",0.7,1.6,1.0666666666666667,CHF,107,6,0.88
6348,"Basel, Switzerland",14,"Bottle of Wine (Mid-Range), Markets",8.0,15.0,12.5,CHF,107,6,0.88
6348,"Basel, Switzerland",15,"Domestic Beer (0.5 liter bottle), Markets",1.2,2.5,1.7224242424242426,CHF,107,5,0.88
6348,"Basel, Switzerland",16,"Imported Beer (0.33 liter bottle), Markets",1.0,3.0,1.58,CHF,107,5,0.88
6348,"Basel, Switzerland",17,"Cigarettes 20 Pack (Marlboro), Markets",7.0,8.5,8.4,CHF,107,5,0.88
6348,"Basel, Switzerland",18,"One-way Ticket (Local Transport), Transportation",3.0,3.8,3.6,CHF,107,24,0.88
6348,"Basel, Switzerland",19,"Chicken Breasts (Boneless, Skinless), (1kg), Markets",25.0,40.0,32.65,CHF,107,6,0.88
6348,"Basel, Switzerland",20,"Monthly Pass (Regular Price), Transportation",80.0,80.0,80.0,CHF,107,26,0.88
6348,"Basel, Switzerland",24,"Gasoline (1 liter), Transportation",1.5,1.79,1.6261904761904762,CHF,107,21,0.88
6348,"Basel, Switzerland",25,"Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car), Transportation",20750.0,50000.0,28000.0,CHF,107,3,0.88
6348,"Basel, Switzerland",26,"Apartment (1 bedroom) in City Centre, Rent Per Month",1000.0,1600.0,1257.9411764705883,CHF,107,17,0.88
6348,"Basel, Switzerland",27,"Apartment (1 bedroom) Outside of Centre, Rent Per Month",800.0,1500.0,1141.6666666666667,CHF,107,12,0.88
6348,"Basel, Switzerland",28,"Apartment (3 bedrooms) in City Centre, Rent Per Month",1800.0,3000.0,2480.0,CHF,107,20,0.88
6348,"Basel, Switzerland",29,"Apartment (3 bedrooms) Outside of Centre, Rent Per Month",1500.0,2400.0,1958.8235294117646,CHF,107,17,0.88
6348,"Basel, Switzerland",30,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment, Utilities (Monthly)",85.0,300.0,215.6237281237281,CHF,107,9,0.88
6348,"Basel, Switzerland",32,"1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans), Utilities (Monthly)",0.1,0.6,0.3,CHF,107,3,0.88
6348,"Basel, Switzerland",33,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL), Utilities (Monthly)",40.0,80.0,53.5,CHF,107,14,0.88
6348,"Basel, Switzerland",40,"Fitness Club, Monthly Fee for 1 Adult, Sports And Leisure",50.0,108.33333333333333,91.48809523809523,CHF,107,14,0.88
6348,"Basel, Switzerland",42,"Tennis Court Rent (1 Hour on Weekend), Sports And Leisure",25.0,50.0,34.25,CHF,107,4,0.88
6348,"Basel, Switzerland",44,"Cinema, International Release, 1 Seat, Sports And Leisure",17.0,20.0,20.0,CHF,107,23,0.88
6348,"Basel, Switzerland",60,"1 Pair of Jeans (Levis 501 Or Similar), Clothing And Shoes",50.0,150.0,112.06714285714285,CHF,107,14,0.88
6348,"Basel, Switzerland",62,"1 Summer Dress in a Chain Store (Zara, H&M, ...), Clothing And Shoes",25.0,60.0,41.019999999999996,CHF,107,10,0.88
6348,"Basel, Switzerland",64,"1 Pair of Nike Running Shoes (Mid-Range), Clothing And Shoes",70.0,140.0,104.27857142857144,CHF,107,14,0.88
6348,"Basel, Switzerland",66,"1 Pair of Men Leather Business Shoes, Clothing And Shoes",100.0,250.0,137.27928571428572,CHF,107,14,0.88
6348,"Basel, Switzerland",206,"Toyota Corolla 1.6l 97kW Comfort (Or Equivalent New Car), Transportation",30000.0,37000.0,32333.333333333332,CHF,107,3,0.88
6348,"Basel, Switzerland",224,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child, Childcare",2083.3333333333335,2500.0,2372.916666666667,CHF,107,8,0.88
6348,"Basel, Switzerland",100,"Price per Square Meter to Buy Apartment in City Centre, Buy Apartment Price",9000.0,80000.0,10833.333333333334,CHF,107,3,0.88
6348,"Basel, Switzerland",228,"International Primary School, Yearly for 1 Child, Childcare",20000.0,25000.0,22500.0,CHF,107,5,0.88
6348,"Basel, Switzerland",101,"Price per Square Meter to Buy Apartment Outside of Centre, Buy Apartment Price",7000.0,10752.0,8650.4,CHF,107,5,0.88
6348,"Basel, Switzerland",105,"Average Monthly Net Salary (After Tax), Salaries And Financing",4200.0,6619.084589519817,5264.315555555555,CHF,107,18,0.88
6348,"Basel, Switzerland",106,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate, Salaries And Financing",1.0,2.6,1.5166666666666666,CHF,107,6,0.88
6348,"Basel, Switzerland",107,"Taxi Start (Normal Tariff), Transportation",5.0,7.0,6.5,CHF,107,6,0.88
6348,"Basel, Switzerland",108,"Taxi 1km (Normal Tariff), Transportation",4.0,5.0,4.5,CHF,107,2,0.88
6348,"Basel, Switzerland",109,"Taxi 1hour Waiting (Normal Tariff), Transportation",70.0,75.0,72.5,CHF,107,2,0.88
